date,route,time,day,location,incident,min_delay,min_gap,direction,vehicle
2024-02-19,36,2024-09-27T20:05:00Z,Monday,HUMBERWOOD BLVD AND MO,Mechanical,8,16,S,1364
2024-02-19,165,2024-09-27T20:58:00Z,Monday,WILSON AND DALLNER,Security,10,20,E,8905
2024-02-19,84,2024-09-27T21:32:00Z,Monday,SHEPPARD STATION,Security,11,22,E,8887
2024-02-19,85,2024-09-27T22:56:00Z,Monday,MEADOWVALE LOOP,Mechanical,20,40,W,3649
2024-02-19,38,2024-09-27T01:25:00Z,Monday,SCARBOROUGH CENTRE STA,Mechanical,15,30,W,1312
2024-02-20,60,2024-09-27T02:05:00Z,Tuesday,YONGE AND CONNAUGHT,Emergency Services,20,41,N,3532
2024-02-20,307,2024-09-27T02:43:00Z,Tuesday,BATHURST AND COLLEGE,Security,30,60,N,8379
2024-02-20,343,2024-09-27T02:47:00Z,Tuesday,KENNEDY AND FINCH,Diversion,143,173,N,0
2024-02-20,7,2024-09-27T02:59:00Z,Tuesday,EXHIBITION LOOP,Vision,30,60,N,7117
2024-02-20,395,2024-09-27T03:44:00Z,Tuesday,SHEPPARD AND MEADOWVAL,Emergency Services,30,30,W,3479
2024-02-20,7,2024-09-27T04:16:00Z,Tuesday,BATHURST AND LAWRENCE,Operations - Operator,85,0,N,9017
2024-02-20,29,2024-09-27T05:05:00Z,Tuesday,DUFFERIN AND BLOOR,Diversion,43,53,S,9038
2024-02-20,122,2024-09-27T05:45:00Z,Tuesday,SHEPPARD AND BROWNSPRI,Mechanical,10,20,W,1586
2024-02-20,79,2024-09-27T05:48:00Z,Tuesday,WRIGHT AND JANE,Operations - Operator,12,24,W,7213
2024-02-20,131,2024-09-27T05:49:00Z,Tuesday,NUGGET AND MARKHAM,Mechanical,12,24,W,1618
2024-02-20,88,2024-09-27T06:02:00Z,Tuesday,QUEENS QUAY AND YONGE,Security,15,15,E,8638
2024-02-20,116,2024-09-27T06:03:00Z,Tuesday,MORNINGSIDE AND NIGHTS,Security,0,0,S,3466
2024-02-20,32,2024-09-27T06:14:00Z,Tuesday,RENFORTH STATION,Mechanical,10,16,E,3726
2024-02-20,35,2024-09-27T06:32:00Z,Tuesday,JANE AND HIGHWAY 400,Collision - TTC,0,0,N,1086
2024-02-20,79,2024-09-27T06:35:00Z,Tuesday,RUNNYMEDE STATION,Mechanical,12,24,N,7296
2024-02-20,44,2024-09-27T06:35:00Z,Tuesday,COLONEL SAMUEL SMITH P,Mechanical,8,16,N,3344
2024-02-20,116,2024-09-27T07:12:00Z,Tuesday,MORNINGSIDE AND TEFFT,Mechanical,8,19,E,3478
2024-02-20,14,2024-09-27T07:14:00Z,Tuesday,DAVISVILLE AND FORMAN,Mechanical,20,41,W,7221
2024-02-20,23,2024-09-27T07:17:00Z,Tuesday,MAIN STATION,Mechanical,9,15,S,8603
2024-02-20,85,2024-09-27T07:25:00Z,Tuesday,DON MILLS AND SHEPPARD,Mechanical,18,36,W,1529
2024-02-20,102,2024-09-27T07:45:00Z,Tuesday,ST CLAIR AND SANTAMONI,Mechanical,30,54,S,3434
2024-02-20,94,2024-09-27T08:02:00Z,Tuesday,BIRCHMOUNT GARAGE,Mechanical,10,20,E,8499
2024-02-20,36,2024-09-27T08:17:00Z,Tuesday,FINCH WEST STATION,Mechanical,9,18,W,3707
2024-02-20,19,2024-09-27T08:29:00Z,Tuesday,BIRCHMOUNT GARAGE,Operations - Operator,20,40,N,8519
2024-02-20,107,2024-09-27T08:43:00Z,Tuesday,PETROLIA AND STEELES,Operations - Operator,30,52,S,8367
2024-02-20,73,2024-09-27T08:43:00Z,Tuesday,ROYAL YORK STATION,Mechanical,5,10,S,8128
2024-02-20,36,2024-09-27T08:44:00Z,Tuesday,FINCH WEST STATION,Mechanical,6,12,W,1385
2024-02-20,63,2024-09-27T08:52:00Z,Tuesday,OSSINGTON AND DEWSON,Emergency Services,10,20,S,3513
2024-02-20,68,2024-09-27T08:54:00Z,Tuesday,WARDEN AND EGLINTON,Collision - TTC,8,16,N,3227
2024-02-20,75,2024-09-27T09:02:00Z,Tuesday,LOWER JARVIS AND ESPLA,Collision - TTC,6,12,N,8429
2024-02-20,995,2024-09-27T09:10:00Z,Tuesday,ELLESMERE AND MCCOWAN,Emergency Services,10,20,W,1202
2024-02-20,72,2024-09-27T09:12:00Z,Tuesday,COMMISIONERS AND SAULT,Operations - Operator,11,22,S,8475
2024-02-20,12,2024-09-27T09:13:00Z,Tuesday,BIRCHMOUNT GARAGE,Operations - Operator,24,48,W,8478
2024-02-20,100,2024-09-27T09:51:00Z,Tuesday,GATEWAY AND SUNNY GLEN,Emergency Services,7,14,S,8480
2024-02-20,36,2024-09-27T09:59:00Z,Tuesday,FINCH WEST STATION,Security,6,12,E,9129
2024-02-20,165,2024-09-27T10:13:00Z,Tuesday,WILSON AND JULIAN,Mechanical,10,20,E,8901
2024-02-20,939,2024-09-27T10:21:00Z,Tuesday,FINCH AND MIDLAND,Mechanical,14,28,W,3184
2024-02-20,12,2024-09-27T10:38:00Z,Tuesday,KENNEDY STATION,Mechanical,15,30,W,8431
2024-02-20,37,2024-09-27T10:39:00Z,Tuesday,ISLINGTON AND RATHBURN,Mechanical,20,40,S,8094
2024-02-20,985,2024-09-27T10:50:00Z,Tuesday,SHEPPARD AND ALLANFORD,Emergency Services,27,54,E,1222
2024-02-20,985,2024-09-27T10:50:00Z,Tuesday,DON MILLS STATION,Mechanical,12,24,N,9067
2024-02-20,985,2024-09-27T10:52:00Z,Tuesday,SCARBOROUGH CENTRE STA,Mechanical,12,24,W,9060
2024-02-20,37,2024-09-27T10:56:00Z,Tuesday,ISLINGTON STATION,Operations - Operator,20,40,S,8025
2024-02-20,47,2024-09-27T11:23:00Z,Tuesday,LANSDOWNE AND ST CLAIR,Mechanical,18,36,N,8204
2024-02-20,79,2024-09-27T11:33:00Z,Tuesday,RUNNYMEDE STATION,Cleaning - Unsanitary,30,60,N,7260
2024-02-20,41,2024-09-27T11:47:00Z,Tuesday,KEELE AND BLOOR,Vision,10,20,S,7262
2024-02-20,52,2024-09-27T11:54:00Z,Tuesday,LAWRENCE AND CORONA,Mechanical,20,40,E,8959
2024-02-20,161,2024-09-27T11:58:00Z,Tuesday,OSSINGTON AND BLOOR,Operations - Operator,20,40,E,7209
2024-02-20,26,2024-09-27T12:33:00Z,Tuesday,SYMINGTON AND DUPONT,Security,30,60,E,8201
2024-02-20,86,2024-09-27T13:19:00Z,Tuesday,PARK AND KIRKHAM,Operations - Operator,20,40,S,1625
2024-02-20,40,2024-09-27T13:48:00Z,Tuesday,DUNDAS AND JANE,Mechanical,21,42,W,8135
2024-02-20,123,2024-09-27T14:08:00Z,Tuesday,QUEEN AND EAST MALL,Mechanical,12,24,S,3343
2024-02-20,52,2024-09-27T14:10:00Z,Tuesday,LAWRENCE AND JANE,Mechanical,19,38,W,8959
2024-02-20,52,2024-09-27T14:10:00Z,Tuesday,KEELE AND LAWRENCE,Mechanical,19,27,E,3565
2024-02-20,85,2024-09-27T14:15:00Z,Tuesday,SHEPPARD AND SCUNTHORP,Mechanical,9,27,E,3495
2024-02-20,79,2024-09-27T14:16:00Z,Tuesday,RUNNYMEDE STATION,Mechanical,26,52,N,1325
2024-02-20,929,2024-09-27T14:19:00Z,Tuesday,DUFFERIN AND LAWRENCE,Operations - Operator,8,12,N,9135
2024-02-20,72,2024-09-27T14:20:00Z,Tuesday,CARLAW AND EASTERN,Utilized Off Route,10,20,S,8496
2024-02-20,989,2024-09-27T14:40:00Z,Tuesday,KEELE STATION,Operations - Operator,15,30,N,7051
2024-02-20,64,2024-09-27T14:41:00Z,Tuesday,MAIN STREET STATION,Security,10,20,S,8533
2024-02-20,945,2024-09-27T14:46:00Z,Tuesday,STEELES LOOP,Vision,7,20,S,7203
2024-02-20,36,2024-09-27T14:50:00Z,Tuesday,FINCH AND ROMFIELD,Mechanical,6,12,W,9111
2024-02-20,50,2024-09-27T14:57:00Z,Tuesday,BURNHAMTHORPE AND OLD,Mechanical,20,40,W,8088
2024-02-20,79,2024-09-27T15:01:00Z,Tuesday,RUNNYMEDE STATION,Operations - Operator,20,40,N,7219
2024-02-20,46,2024-09-27T15:08:00Z,Tuesday,SLINGSHOT,Mechanical,6,18,S,7285
2024-02-20,52,2024-09-27T15:10:00Z,Tuesday,DIXON AND ISLINGTON,Mechanical,17,34,W,1369
2024-02-20,39,2024-09-27T15:13:00Z,Tuesday,FINCH STATION,Mechanical,6,12,E,3118
2024-02-20,99,2024-09-27T15:16:00Z,Tuesday,FINCH AND ARROW,Mechanical,30,30,N,75294
2024-02-20,74,2024-09-27T15:23:00Z,Tuesday,MT PLEASANT AND EGLINT,Emergency Services,20,40,N,8824
2024-02-20,941,2024-09-27T15:24:00Z,Tuesday,FINCH WEST STATION,Mechanical,15,30,S,9041
2024-02-20,63,2024-09-27T15:27:00Z,Tuesday,OSSINGTON AND DUNDAS,Operations - Operator,9,18,N,7047
2024-02-20,35,2024-09-27T15:58:00Z,Tuesday,JANE AND WOOLNER,Operations - Operator,12,24,N,7245
2024-02-20,46,2024-09-27T16:14:00Z,Tuesday,MARTIN GROVE AND DIXON,Diversion,112,126,S,8049
2024-02-20,95,2024-09-27T16:34:00Z,Tuesday,KINGSTON AND ELLESMERE,Collision - TTC,10,20,E,3640
2024-02-20,939,2024-09-27T16:35:00Z,Tuesday,FINCH AND BLACKBIRD GA,Mechanical,12,24,E,3149
2024-02-20,35,2024-09-27T16:47:00Z,Tuesday,JANE AND WILSON,Operations - Operator,12,24,N,1068
2024-02-20,952,2024-09-27T17:01:00Z,Tuesday,LAWRENCE AND BENTON,Security,12,24,E,1387
2024-02-20,96,2024-09-27T17:02:00Z,Tuesday,WILSON AND JANE,Diversion,59,69,E,3559
2024-02-20,24,2024-09-27T17:10:00Z,Tuesday,VICTORIA PARK STATION,Cleaning - Unsanitary,10,20,S,57759
2024-02-20,165,2024-09-27T17:13:00Z,Tuesday,WILSON AND JANE,Diversion,59,67,E,0
2024-02-20,119,2024-09-27T17:18:00Z,Tuesday,JANE AND WILSON,Diversion,51,76,E,0
2024-02-20,34,2024-09-27T17:21:00Z,Tuesday,EGLINTON STATION,Cleaning - Unsanitary,9,18,E,8812
2024-02-20,32,2024-09-27T17:22:00Z,Tuesday,EGLINTON AND AVENUE,Security,10,20,W,3735
2024-02-20,95,2024-09-27T17:22:00Z,Tuesday,ELLESMERE AND MORNINGS,Emergency Services,10,20,W,1286
2024-02-20,927,2024-09-27T17:30:00Z,Tuesday,KIPLING STATION,Mechanical,10,20,N,3601
2024-02-20,161,2024-09-27T17:46:00Z,Tuesday,ALLIANCE AND DALRYMAPL,General Delay,0,0,W,1353
2024-02-20,952,2024-09-27T18:03:00Z,Tuesday,LAWRENCE WEST STATION,Security,12,24,W,3614
2024-02-20,32,2024-09-27T18:25:00Z,Tuesday,PINE AND LAWRENCE,Cleaning - Unsanitary,10,20,W,1055
2024-02-20,29,2024-09-27T18:36:00Z,Tuesday,QUEEN AND DUFFERIN,Mechanical,8,16,S,9150
2024-02-20,985,2024-09-27T18:42:00Z,Tuesday,MIDLAND AND LAWRENCE,Operations - Operator,10,20,E,9061
2024-02-20,985,2024-09-27T18:42:00Z,Tuesday,MIDLAND AND EGLINTON,Operations - Operator,10,20,N,9061
2024-02-20,29,2024-09-27T18:47:00Z,Tuesday,20 LAKESHORE BLVD,Mechanical,8,16,W,9032
2024-02-20,24,2024-09-27T19:02:00Z,Tuesday,VICTORIA PARK STATION,Mechanical,10,20,N,3722
2024-02-20,100,2024-09-27T19:07:00Z,Tuesday,WYNFORD AND DON MILLS,Collision - TTC,10,20,E,8413
2024-02-20,36,2024-09-27T19:13:00Z,Tuesday,3955 KEELE STREET,Vision,8,16,N,9108
2024-02-20,937,2024-09-27T19:27:00Z,Tuesday,ISLINGTON STATION,Emergency Services,0,0,S,8140
2024-02-20,13,2024-09-27T19:30:00Z,Tuesday,AVENUE AND BLOOR,Mechanical,20,40,N,8320
2024-02-20,24,2024-09-27T19:46:00Z,Tuesday,VICTORIA PARK AND STEE,Mechanical,8,16,S,8600
2024-02-20,47,2024-09-27T20:00:00Z,Tuesday,LANSDOWNE AND ST CLAIR,Diversion,331,340,N,0
2024-02-20,90,2024-09-27T20:23:00Z,Tuesday,BATHURST STATION,Mechanical,9,18,N,8360
2024-02-20,984,2024-09-27T20:27:00Z,Tuesday,SHEPPARD AND EASTON,Collision - TTC,16,36,E,3630
2024-02-20,29,2024-09-27T20:56:00Z,Tuesday,DUFFERIN AND DAVENPORT,Operations - Operator,8,16,N,9025
2024-02-20,110,2024-09-27T20:58:00Z,Tuesday,THIRTEENTH AND LAKESHO,Diversion,20,60,N,8132
2024-02-20,123,2024-09-27T21:09:00Z,Tuesday,DUNDAS AND ACORN,Operations - Operator,10,20,W,8166
2024-02-20,124,2024-09-27T21:55:00Z,Tuesday,LAWRENCE AND YONGE,Security,23,46,W,7050
2024-02-20,900,2024-09-27T22:01:00Z,Tuesday,ST ALBANS AND KIPLING,Mechanical,10,20,N,3333
2024-02-20,85,2024-09-27T22:07:00Z,Tuesday,SHEPPARD AND SETTTLERS,Cleaning - Unsanitary,10,20,E,1221
2024-02-20,63,2024-09-27T22:27:00Z,Tuesday,OSSINGTON AND NORTHUMB,Emergency Services,10,20,N,3513
2024-02-20,54,2024-09-27T22:51:00Z,Tuesday,LESLIE AND EGLINTON,General Delay,20,40,N,8836
2024-02-20,52,2024-09-27T23:09:00Z,Tuesday,LAWRENCE AND GLENMOUNT,Security,20,40,W,3554
2024-02-20,116,2024-09-27T00:11:00Z,Tuesday,MORNINGSIDE AND NIGHTS,Utilized Off Route,10,20,S,1292
2024-02-20,24,2024-09-27T00:34:00Z,Tuesday,VICTORIA PARK AND STEE,Utilized Off Route,10,20,S,8556
2024-02-20,109,2024-09-27T00:35:00Z,Tuesday,MARLEE AND RIDELLE,Mechanical,50,100,S,8303
2024-02-20,600,2024-09-27T01:55:00Z,Tuesday,KING AND JORDAN,Mechanical,0,0,E,9015
2024-02-20,320,2024-09-27T01:58:00Z,Tuesday,YONGE AND MILL,Security,5,10,S,7028
2024-02-21,63,2024-09-27T02:08:00Z,Wednesday,KING AND SPENCER,Emergency Services,10,10,W,8391
2024-02-21,353,2024-09-27T02:26:00Z,Wednesday,STEELES AND FENTON,Mechanical,30,30,W,3115
2024-02-21,300,2024-09-27T02:38:00Z,Wednesday,BATHURST STATION,Security,0,0,E,8187
2024-02-21,320,2024-09-27T04:42:00Z,Wednesday,DUFFERIN AND STEELES,Security,0,0,S,8307
2024-02-21,131,2024-09-27T05:25:00Z,Wednesday,MORNINGSIDE AND OLD FI,Mechanical,12,24,W,1618
2024-02-21,133,2024-09-27T06:29:00Z,Wednesday,MALVERN GARAGE.,Mechanical,12,24,S,1660
2024-02-21,52,2024-09-27T06:48:00Z,Wednesday,LAWRENCE AND MARLEE,Mechanical,16,36,E,1334
2024-02-21,960,2024-09-27T07:30:00Z,Wednesday,STEELES AND NORFINCH,Operations - Operator,6,12,W,8356
2024-02-21,100,2024-09-27T08:11:00Z,Wednesday,ST DENNIS AND DEAUVILL,Mechanical,5,10,W,8404
2024-02-21,52,2024-09-27T08:53:00Z,Wednesday,THE WESTWAY AND KIPLIN,Emergency Services,22,42,E,8894
2024-02-21,32,2024-09-27T08:54:00Z,Wednesday,RENFORTH STATION,Operations - Operator,8,16,W,7269
2024-02-21,44,2024-09-27T09:01:00Z,Wednesday,COLONEL SAMUEL SMITH P,Operations - Operator,6,12,S,8185
2024-02-21,47,2024-09-27T09:11:00Z,Wednesday,DUFFERIN AND MCADAM,Operations - Operator,18,36,S,3518
2024-02-21,945,2024-09-27T09:14:00Z,Wednesday,KIPLING AND THE WESTWA,Mechanical,7,20,N,7235
2024-02-21,85,2024-09-27T09:32:00Z,Wednesday,SHEPPARD AND MASSIE,Mechanical,18,27,E,1555
2024-02-21,996,2024-09-27T09:49:00Z,Wednesday,ELLESMERE AND KENNEDY,Mechanical,10,20,E,3706
2024-02-21,24,2024-09-27T09:51:00Z,Wednesday,VICTORIA PARK AND BISC,Diversion,10,89,N,8515
2024-02-21,69,2024-09-27T10:12:00Z,Wednesday,WARDEN AND KINGSTON,Mechanical,11,23,S,8531
2024-02-21,160,2024-09-27T10:13:00Z,Wednesday,BATHURST AND WILSON,Mechanical,24,48,S,8362
2024-02-21,53,2024-09-27T10:27:00Z,Wednesday,STEELES AND TARBERT,Investigation,7,13,E,3133
2024-02-21,90,2024-09-27T10:40:00Z,Wednesday,BATHURST AND DUPONT,Mechanical,10,20,S,8320
2024-02-21,54,2024-09-27T10:46:00Z,Wednesday,LAWRENCE AND BELLAMY,Collision - TTC,30,60,W,8766
2024-02-21,42,2024-09-27T11:13:00Z,Wednesday,MCNICOLL AND BRIMELY,Diversion,103,119,E,0
2024-02-21,36,2024-09-27T11:26:00Z,Wednesday,FINCH AND DUFFERIN,Collision - TTC,6,12,E,8959
2024-02-21,95,2024-09-27T11:35:00Z,Wednesday,RYLANDER AND KINGSTON,Mechanical,10,20,E,1253
2024-02-21,100,2024-09-27T11:41:00Z,Wednesday,O'CONNOR AND PAPE,Mechanical,8,16,S,8439
2024-02-21,100,2024-09-27T11:52:00Z,Wednesday,OVERLEA AND THORNCLIFF,Emergency Services,8,16,W,8558
2024-02-21,32,2024-09-27T11:59:00Z,Wednesday,EGLINTON AND AVENUE,Mechanical,6,12,W,7238
2024-02-21,35,2024-09-27T12:13:00Z,Wednesday,PIONEER VILLAGE STATIO,Mechanical,8,16,S,1116
2024-02-21,985,2024-09-27T12:13:00Z,Wednesday,TRITON AND BRIMLEY,Cleaning - Unsanitary,12,24,E,9056
2024-02-21,37,2024-09-27T12:30:00Z,Wednesday,ISLINGTON STATION,Cleaning - Unsanitary,20,40,N,8127
2024-02-21,13,2024-09-27T13:14:00Z,Wednesday,DANFORTH AND LEYTON,Mechanical,20,40,W,8414
2024-02-21,7,2024-09-27T13:54:00Z,Wednesday,BATHURST AND ROCKFORD,Mechanical,10,20,S,9012
2024-02-21,108,2024-09-27T13:56:00Z,Wednesday,SHEPPARD WEST STATION,Mechanical,9,18,W,3585
2024-02-21,29,2024-09-27T14:12:00Z,Wednesday,WILSON STATION,Mechanical,7,14,S,9043
2024-02-21,94,2024-09-27T14:12:00Z,Wednesday,WELLESLEY AND CHURCH,Mechanical,20,40,E,8525
2024-02-21,94,2024-09-27T14:12:00Z,Wednesday,WELLESLEY STATION,Mechanical,20,40,E,8525
2024-02-21,67,2024-09-27T14:18:00Z,Wednesday,PHARMACY AND LEAHURST,Emergency Services,15,30,N,8760
2024-02-21,989,2024-09-27T14:40:00Z,Wednesday,KEELE STATION,Operations - Operator,15,30,E,7001
2024-02-21,32,2024-09-27T14:46:00Z,Wednesday,EGLINTON AND NORTHCLIF,Collision - TTC,11,22,E,7246
2024-02-21,11,2024-09-27T14:49:00Z,Wednesday,STEELES LOOP,Operations - Operator,10,18,N,8786
2024-02-21,97,2024-09-27T14:57:00Z,Wednesday,EGLINTON STATION,Operations - Operator,30,60,S,7051
2024-02-21,60,2024-09-27T15:07:00Z,Wednesday,EGLINTON STATION,Operations - Operator,9,18,W,8396
2024-02-21,996,2024-09-27T15:10:00Z,Wednesday,YORK MILLS AND FENCESI,Mechanical,10,20,E,1360
2024-02-21,960,2024-09-27T15:14:00Z,Wednesday,STEELES AND KIPLING,Collision - TTC,7,14,W,8356
2024-02-21,83,2024-09-27T15:14:00Z,Wednesday,DONLANDS STATION,Operations - Operator,13,26,S,8528
2024-02-21,26,2024-09-27T15:14:00Z,Wednesday,JANE ST AND COLBECK ST,Security,0,0,S,8014
2024-02-21,60,2024-09-27T15:36:00Z,Wednesday,FINCH STATION,Mechanical,9,18,N,8363
2024-02-21,73,2024-09-27T15:45:00Z,Wednesday,ISLINGTON AND ALBION,Mechanical,24,48,S,8104
2024-02-21,36,2024-09-27T15:46:00Z,Wednesday,FINCH WEST STATION,Mechanical,6,12,W,9101
2024-02-21,47,2024-09-27T15:50:00Z,Wednesday,YORKDALE STATION,Mechanical,11,22,N,8341
2024-02-21,73,2024-09-27T15:52:00Z,Wednesday,ALBION AND ELMHURST,Mechanical,24,48,S,8104
2024-02-21,89,2024-09-27T15:59:00Z,Wednesday,WESTON AND WALSH,Mechanical,9,18,N,8305
2024-02-21,53,2024-09-27T16:00:00Z,Wednesday,TAPSCOTT AND STEELES,Mechanical,12,24,N,3143
2024-02-21,36,2024-09-27T16:14:00Z,Wednesday,FINCH AND WESTON,Cleaning - Unsanitary,6,12,W,9113
2024-02-21,39,2024-09-27T16:19:00Z,Wednesday,KENNEDY AND FINCH,Mechanical,6,12,W,9235
2024-02-21,129,2024-09-27T16:54:00Z,Wednesday,TRITON AND BOROUGH DR,Collision - TTC,8,16,E,3122
2024-02-21,32,2024-09-27T17:06:00Z,Wednesday,EGLINTON AND KEELE,Operations - Operator,11,22,E,0
2024-02-21,85,2024-09-27T17:13:00Z,Wednesday,PROGRESS AND SHEPPARD,Mechanical,16,32,W,1202
2024-02-21,54,2024-09-27T17:25:00Z,Wednesday,LAWRENCE AND WARDEN,Operations - Operator,4,8,E,8745
2024-02-21,54,2024-09-27T17:26:00Z,Wednesday,LAWRENCE AND PORT UNIO,Mechanical,11,22,W,8680
2024-02-21,43,2024-09-27T17:34:00Z,Wednesday,KENNEDY AND 401,Diversion,300,312,S,3298
2024-02-21,14,2024-09-27T17:41:00Z,Wednesday,YONGE AND CHAPLIN,Mechanical,22,44,E,7234
2024-02-21,935,2024-09-27T17:45:00Z,Wednesday,JANE AND RITA,Emergency Services,12,24,N,1015
2024-02-21,53,2024-09-27T17:50:00Z,Wednesday,STEELES AND HENDERSON,Mechanical,7,13,W,3149
2024-02-21,43,2024-09-27T17:52:00Z,Wednesday,KENNEDY AND ELLESMERE,General Delay,0,0,S,3112
2024-02-21,100,2024-09-27T17:53:00Z,Wednesday,CONCORDE AND MCDONALD',Utilized Off Route,6,12,S,8568
2024-02-21,35,2024-09-27T18:02:00Z,Wednesday,DUNDAS AND JANE,Operations - Operator,12,24,E,1115
2024-02-21,52,2024-09-27T18:07:00Z,Wednesday,THE WESTWAY AND KIPLIN,Mechanical,18,36,W,1382
2024-02-21,95,2024-09-27T18:20:00Z,Wednesday,RYLANDER AND KINGSTON,Mechanical,10,20,E,1312
2024-02-21,986,2024-09-27T18:24:00Z,Wednesday,KINGSTON AND MANSE,Emergency Services,12,24,W,1280
2024-02-21,73,2024-09-27T18:30:00Z,Wednesday,ROYAL YORK AND DIXON,Operations - Operator,20,43,N,3351
2024-02-21,32,2024-09-27T18:49:00Z,Wednesday,EGLINTON AND NAIRN,Collision - TTC,11,22,E,1402
2024-02-21,131,2024-09-27T19:15:00Z,Wednesday,KENNEDY STATION,Mechanical,10,20,W,1327
2024-02-21,985,2024-09-27T19:35:00Z,Wednesday,DON MILLS STATION,Mechanical,15,30,E,9065
2024-02-21,32,2024-09-27T19:36:00Z,Wednesday,EGLINTON AND ROYAL YOR,Collision - TTC,11,22,E,7211
2024-02-21,91,2024-09-27T19:58:00Z,Wednesday,WOODBINE STATION,Operations - Operator,23,46,E,8689
2024-02-21,36,2024-09-27T20:11:00Z,Wednesday,FINCH AND WESTON,Collision - TTC,8,16,W,9128
2024-02-21,60,2024-09-27T20:27:00Z,Wednesday,FINCH STATION,Mechanical,12,24,S,7089
2024-02-21,29,2024-09-27T20:28:00Z,Wednesday,DUFFERIN AND KING,Utilized Off Route,8,16,S,9021
2024-02-21,102,2024-09-27T21:15:00Z,Wednesday,WARDEN STATION,Diversion,15,35,S,0
2024-02-21,68,2024-09-27T21:19:00Z,Wednesday,WARDEN STATION,Diversion,14,25,S,3416
2024-02-21,96,2024-09-27T21:20:00Z,Wednesday,WILSON AND NORTHGATE,Security,20,40,E,1357
2024-02-21,97,2024-09-27T21:21:00Z,Wednesday,YONGE AND EGLINTON,Security,30,60,N,8300
2024-02-21,102,2024-09-27T21:49:00Z,Wednesday,PHARMACY AND DAWES,Utilized Off Route,15,22,S,3412
2024-02-21,17,2024-09-27T21:52:00Z,Wednesday,BIRCHMOUNT AND SHEPPAR,Diversion,30,41,S,9230
2024-02-21,985,2024-09-27T21:55:00Z,Wednesday,ELLESMERE AND MIDLAND,Collision - TTC,15,30,E,3462
2024-02-21,96,2024-09-27T22:14:00Z,Wednesday,WILSON STATION,Security,18,36,E,3540
2024-02-21,52,2024-09-27T22:15:00Z,Wednesday,LAWRENCE WEST STATION,Security,20,40,E,3623
2024-02-21,57,2024-09-27T22:23:00Z,Wednesday,MIDLAND AND ELLESMERE,Collision - TTC,25,50,S,3256
2024-02-21,89,2024-09-27T23:25:00Z,Wednesday,WESTON AND WALSH,Mechanical,10,20,N,8370
2024-02-21,927,2024-09-27T23:51:00Z,Wednesday,FINCH AND HUMBER COLLE,Operations - Operator,14,28,N,8905
2024-02-21,41,2024-09-27T01:44:00Z,Wednesday,PIONEER VILLAGE STATIO,Vision,24,44,N,7262
2024-02-22,63,2024-09-27T02:09:00Z,Thursday,SUNNYSIDE LOOP,General Delay,0,0,N,7081
2024-02-22,341,2024-09-27T02:30:00Z,Thursday,KEELE AND EGLINTON,Vision,30,60,N,1117
2024-02-22,320,2024-09-27T02:51:00Z,Thursday,YONGE AND COLLEGE,Security,5,10,N,8306
2024-02-22,110,2024-09-27T03:23:00Z,Thursday,EGLINTON AND BIRCHMOUN,Security,0,0,W,8125
2024-02-22,17,2024-09-27T03:56:00Z,Thursday,DANFORTH AND WARDEN (W,Investigation,17,17,W,3272
2024-02-22,354,2024-09-27T04:29:00Z,Thursday,LAWRENCE AND MCCOWAN,Operations - Operator,60,90,W,8708
2024-02-22,36,2024-09-27T04:50:00Z,Thursday,WOODBINE RACE TRACK,Emergency Services,0,0,N,3584
2024-02-22,935,2024-09-27T05:05:00Z,Thursday,PIONEER VILLAGE STATIO,Operations - Operator,10,20,S,1054
2024-02-22,161,2024-09-27T05:15:00Z,Thursday,JANE AND ALLIANCE,Operations - Operator,20,40,S,7270
2024-02-22,339,2024-09-27T05:21:00Z,Thursday,FINCHDENE SQ AND FINCH,Security,0,0,N,3271
2024-02-22,300,2024-09-27T05:33:00Z,Thursday,WARDEN AND DANFORTH,Security,0,0,N,8649
2024-02-22,12,2024-09-27T05:42:00Z,Thursday,BIRCHMOUNT GARAGE,Operations - Operator,30,60,E,8593
2024-02-22,60,2024-09-27T05:53:00Z,Thursday,FINCH STATION,Emergency Services,10,10,N,8203
2024-02-22,45,2024-09-27T05:58:00Z,Thursday,KIPLING AND EGLINTON,Vision,20,40,N,1096
2024-02-22,102,2024-09-27T06:03:00Z,Thursday,MARKHAM AND HIGHWAY 7,Collision - TTC,30,60,N,3409
2024-02-22,64,2024-09-27T06:06:00Z,Thursday,COSBURN AND COXWELL,Mechanical,10,20,W,8404
2024-02-22,924,2024-09-27T06:06:00Z,Thursday,VICTORIA PARK STATION,Mechanical,10,20,N,8580
2024-02-22,32,2024-09-27T06:58:00Z,Thursday,EGLINTON STATION,Vision,8,16,W,7224
2024-02-22,52,2024-09-27T07:03:00Z,Thursday,EGLINTON STATION,Utilized Off Route,20,40,W,3623
2024-02-22,43,2024-09-27T07:21:00Z,Thursday,KENNEDY AND ELLESMERE,Mechanical,15,30,S,3302
2024-02-22,52,2024-09-27T07:25:00Z,Thursday,EGLINTON STATION,Mechanical,18,36,E,1373
2024-02-22,122,2024-09-27T07:26:00Z,Thursday,YORK MILLS AND HIGHLAN,Mechanical,12,24,E,1213
2024-02-22,960,2024-09-27T07:34:00Z,Thursday,STEELES AND HILDA,Mechanical,6,13,W,8355
2024-02-22,124,2024-09-27T07:42:00Z,Thursday,AVENUE AND MELROSE,Security,9,18,N,7047
