date,route,time,day,location,incident,min_delay,min_gap,direction,vehicle
2024-05-29,32,2024-09-27T11:55:00Z,Wednesday,EGLINTON WEST AND CALE,Operations - Operator,12,24,W,7281
2024-05-29,102,2024-09-27T12:02:00Z,Wednesday,MARKHAM AND CENTRE,Collision - TTC,30,60,N,3411
2024-05-29,32,2024-09-27T12:30:00Z,Wednesday,EGLINTON AND OAKWOOD,Mechanical,12,24,E,7291
2024-05-29,36,2024-09-27T12:41:00Z,Wednesday,FINCH AND WESTON,Mechanical,5,11,E,9126
2024-05-29,35,2024-09-27T13:05:00Z,Wednesday,JANE AND HARDING,Operations - Operator,5,10,S,1081
2024-05-29,65,2024-09-27T13:24:00Z,Wednesday,PARLIAMENT AND GERRARD,Collision - TTC,13,26,N,8848
2024-05-29,45,2024-09-27T13:30:00Z,Wednesday,BELFIELD AND MARTIN GR,Operations - Operator,15,30,E,7200
2024-05-29,38,2024-09-27T13:37:00Z,Wednesday,ELLESMERE AND NEILSON,Operations - Operator,12,24,S,3462
2024-05-29,52,2024-09-27T13:43:00Z,Wednesday,SHEPPARD AND RIVALDA,Mechanical,3,20,W,1357
2024-05-29,995,2024-09-27T13:52:00Z,Wednesday,MILITARY TRAIL LOOP,Mechanical,10,20,W,1233
2024-05-29,9,2024-09-27T13:52:00Z,Wednesday,WARDEN STATION,Mechanical,24,48,N,8406
2024-05-29,110,2024-09-27T13:56:00Z,Wednesday,LONG BRANCH LOOP,Cleaning - Unsanitary,27,54,S,8197
2024-05-29,86,2024-09-27T14:15:00Z,Wednesday,CORONATION AND WALLSEN,Operations - Operator,20,40,W,3485
2024-05-29,135,2024-09-27T14:25:00Z,Wednesday,GERRARD EAST AND OSBOR,Mechanical,20,40,E,8415
2024-05-29,38,2024-09-27T14:35:00Z,Wednesday,SCARBOROUGH CENTRE STA,Operations - Operator,10,20,W,1201
2024-05-29,24,2024-09-27T14:47:00Z,Wednesday,VICTORIA PARK AND N OF,Collision - TTC,10,20,N,8592
2024-05-29,108,2024-09-27T14:52:00Z,Wednesday,DRIFTWOOD AND WILMONT,Mechanical,10,20,S,3628
2024-05-29,29,2024-09-27T14:53:00Z,Wednesday,DUFFERIN GATE LOOP,Cleaning - Unsanitary,7,14,N,9040
2024-05-29,45,2024-09-27T14:56:00Z,Wednesday,KIPLING STATION,Mechanical,19,39,S,7215
2024-05-29,114,2024-09-27T15:04:00Z,Wednesday,BAY AND QUEENS QUAY,General Delay,0,0,W,8585
2024-05-29,45,2024-09-27T15:06:00Z,Wednesday,WESTON AND EGLINTON,Collision - TTC,19,39,N,7215
2024-05-29,25,2024-09-27T15:09:00Z,Wednesday,DON MILLS STATION,General Delay,0,0,N,8754
2024-05-29,100,2024-09-27T15:09:00Z,Wednesday,GRENOBLE DR AND SPANBR,General Delay,0,0,N,8763
2024-05-29,41,2024-09-27T15:15:00Z,Wednesday,KEELE AND EGLINTON,Operations - Operator,10,20,S,7200
2024-05-29,130,2024-09-27T15:16:00Z,Wednesday,MURISON AND BRECKON,Security,25,50,E,1625
2024-05-29,83,2024-09-27T15:22:00Z,Wednesday,DONLANDS STATION,Operations - Operator,13,26,S,8557
2024-05-29,75,2024-09-27T15:25:00Z,Wednesday,SHERBOURNE AND DUNDAS,General Delay,0,0,N,8468
2024-05-29,952,2024-09-27T15:37:00Z,Wednesday,AIRPORT AND JETLINER,Mechanical,12,24,E,1394
2024-05-29,91,2024-09-27T15:38:00Z,Wednesday,WOODBINE AND O'CONNOR,General Delay,0,0,N,8800
2024-05-29,70,2024-09-27T15:39:00Z,Wednesday,COXWELL STATION,Mechanical,8,16,E,8440
2024-05-29,130,2024-09-27T15:51:00Z,Wednesday,PASSMORE AND MIDDLEFIE,Operations - Operator,22,44,E,3473
2024-05-29,123,2024-09-27T15:55:00Z,Wednesday,WEST MALL CR AND THE W,Diversion,5,10,S,8104
2024-05-29,112,2024-09-27T16:00:00Z,Wednesday,WEST MALL CR AND THE W,Diversion,17,27,N,0
2024-05-29,53,2024-09-27T16:00:00Z,Wednesday,STEELES AND AND TURFF,Security,11,22,E,3302
2024-05-29,984,2024-09-27T16:13:00Z,Wednesday,SHEPPARD YONGE STATION,Mechanical,96,18,W,3641
2024-05-29,78,2024-09-27T16:41:00Z,Wednesday,YORK MILLS AND BAYVIEW,Operations - Operator,20,40,W,8372
2024-05-29,32,2024-09-27T16:41:00Z,Wednesday,EGLINTON STATION,Mechanical,10,20,W,7283
2024-05-29,935,2024-09-27T16:42:00Z,Wednesday,JANE STATION,Mechanical,12,24,N,1052
2024-05-29,87,2024-09-27T16:43:00Z,Wednesday,BROADVIEW STATION,Emergency Services,9,18,E,8563
2024-05-29,94,2024-09-27T16:48:00Z,Wednesday,QUEEN'S PARK CRESCENT,Collision - TTC,20,40,N,8594
2024-05-29,929,2024-09-27T17:00:00Z,Wednesday,DUFFERIN AND LAWRENCE,Operations - Operator,8,16,N,9027
2024-05-29,86,2024-09-27T17:08:00Z,Wednesday,KENNEDY STATION,Operations - Operator,20,40,E,3485
2024-05-29,134,2024-09-27T17:09:00Z,Wednesday,TAPSCOTT AND MCNICOLL,General Delay,14,29,S,1292
2024-05-29,43,2024-09-27T17:11:00Z,Wednesday,KENNEDY STATION,General Delay,0,0,E,3132
2024-05-29,79,2024-09-27T17:14:00Z,Wednesday,JANE AND WRIGHT,General Delay,20,40,S,7231
2024-05-29,24,2024-09-27T17:16:00Z,Wednesday,VICTORIA PARK AND SHEP,Mechanical,10,20,N,8960
2024-05-29,32,2024-09-27T17:21:00Z,Wednesday,JANE AND WRIGHT,Mechanical,10,20,W,7264
2024-05-29,83,2024-09-27T17:24:00Z,Wednesday,COMMISSIONERS AND LESL,Mechanical,13,26,W,8557
2024-05-29,111,2024-09-27T17:26:00Z,Wednesday,WILLOWRIDGE AND RICHGR,Collision - TTC,20,40,S,3361
2024-05-29,86,2024-09-27T17:30:00Z,Wednesday,KENNEDY STATION,Operations - Operator,18,36,S,3651
2024-05-29,29,2024-09-27T17:46:00Z,Wednesday,DUFFERIN AND DAVENPORT,Mechanical,8,16,N,9140
2024-05-29,102,2024-09-27T17:50:00Z,Wednesday,MARKHAM AND NUGGET,Mechanical,10,30,S,3439
2024-05-29,134,2024-09-27T17:50:00Z,Wednesday,TAPSCOTT AND FINCH,General Delay,0,0,S,0
2024-05-29,102,2024-09-27T17:55:00Z,Wednesday,SHEPPARD AND MARKHAM,Operations - Operator,10,30,N,3409
2024-05-29,952,2024-09-27T18:00:00Z,Wednesday,HIGHWAY 409 AND HIGHWA,Mechanical,12,24,W,3561
2024-05-29,52,2024-09-27T18:04:00Z,Wednesday,DIXON AND KELFIELD,Mechanical,22,44,E,3633
2024-05-29,47,2024-09-27T18:08:00Z,Wednesday,LANSDOWNE AND DUNDAS,Mechanical,12,24,N,3502
2024-05-29,953,2024-09-27T18:16:00Z,Wednesday,STEELES AND BAYVIEW,Collision - TTC,11,22,E,9093
2024-05-29,51,2024-09-27T18:19:00Z,Wednesday,EGLINTON AND RUMSEY,General Delay,0,0,E,3259
2024-05-29,83,2024-09-27T18:26:00Z,Wednesday,LESLIE AND COMMISSIONE,Operations - Operator,20,39,S,8461
2024-05-29,168,2024-09-27T18:35:00Z,Wednesday,DAVENPORT AND OSLER,Mechanical,15,30,W,7251
2024-05-29,52,2024-09-27T18:36:00Z,Wednesday,MARTIN GROVE AND TOLLI,Mechanical,8,16,S,1355
2024-05-29,133,2024-09-27T18:39:00Z,Wednesday,KENNEDY STATION,Mechanical,10,20,N,1204
2024-05-29,94,2024-09-27T18:41:00Z,Wednesday,BLOOR AND PARLIAMENT,Mechanical,20,40,W,8600
2024-05-29,168,2024-09-27T18:43:00Z,Wednesday,OLD WESTON AND ST. CLA,Cleaning - Unsanitary,9,19,N,1086
2024-05-29,169,2024-09-27T18:48:00Z,Wednesday,HUNTINGWOOD AND KENNED,Mechanical,30,60,W,1236
2024-05-29,929,2024-09-27T18:52:00Z,Wednesday,DUFFERIN AND LAWRENCE,Security,0,0,N,9150
2024-05-29,168,2024-09-27T18:56:00Z,Wednesday,DUNDAS WEST STATION,General Delay,0,0,E,7281
2024-05-29,95,2024-09-27T19:00:00Z,Wednesday,ELLESMERE AND BELLAMY,Operations - Operator,10,20,E,1614
2024-05-29,64,2024-09-27T19:00:00Z,Wednesday,COSBURN AND LINSMORE,Operations - Operator,9,18,W,8503
2024-05-29,64,2024-09-27T19:08:00Z,Wednesday,COSBURN AND LINSMORE,Operations - Operator,9,18,W,8414
2024-05-29,927,2024-09-27T19:35:00Z,Wednesday,KIPLING STATION,Operations - Operator,14,28,E,8923
2024-05-29,66,2024-09-27T19:41:00Z,Wednesday,PARK LAWN AND GARDINER,Mechanical,22,44,N,3344
2024-05-29,112,2024-09-27T19:43:00Z,Wednesday,DUNDAS AND WEST MALL,Mechanical,17,34,W,8196
2024-05-29,35,2024-09-27T19:45:00Z,Wednesday,N W GATE AND STEELES,Emergency Services,7,14,N,1134
2024-05-29,73,2024-09-27T19:49:00Z,Wednesday,ROYAL YORK STATION,Emergency Services,20,40,S,8099
2024-05-29,60,2024-09-27T19:52:00Z,Wednesday,STEELES AND KEELE,Security,12,24,W,8383
2024-05-29,22,2024-09-27T20:13:00Z,Wednesday,COXWELL AND GERRARD,Collision - TTC,10,20,N,8515
2024-05-29,935,2024-09-27T20:17:00Z,Wednesday,JANE AND SHEPPARD,Security,15,30,S,1117
2024-05-29,40,2024-09-27T20:37:00Z,Wednesday,DUNDAS AND HUMBERSIDE,General Delay,0,0,W,8165
2024-05-29,40,2024-09-27T20:37:00Z,Wednesday,BLOOR AND ACORN AVE,General Delay,0,0,W,8072
2024-05-29,960,2024-09-27T20:50:00Z,Wednesday,STEELES AND GAUDAUR RD,Vision,12,24,E,7066
2024-05-29,45,2024-09-27T20:53:00Z,Wednesday,KIPLING AND STEVENSON,Diversion,18,28,N,7303
2024-05-29,38,2024-09-27T21:01:00Z,Wednesday,TRITON AND MCCOWAN,Mechanical,10,20,E,1503
2024-05-29,38,2024-09-27T21:01:00Z,Wednesday,TRITON AND MCCOWAN,Mechanical,10,20,E,1503
2024-05-29,7,2024-09-27T21:03:00Z,Wednesday,BATHURST AND FINCH,Operations - Operator,10,20,N,3522
2024-05-29,85,2024-09-27T21:45:00Z,Wednesday,SHERPPARD AND LAPSLEY,Collision - TTC,19,36,E,3471
2024-05-29,165,2024-09-27T21:53:00Z,Wednesday,WILSON AND RIDGE,Security,10,20,E,8870
2024-05-29,34,2024-09-27T21:57:00Z,Wednesday,EGLINTON AND CREDIT UN,Emergency Services,10,20,E,8840
2024-05-29,36,2024-09-27T22:04:00Z,Wednesday,FINCH AND KEELE,Collision - TTC,10,20,W,9116
2024-05-29,11,2024-09-27T22:05:00Z,Wednesday,BAYVIEW AND FINCH,Utilized Off Route,25,50,N,8646
2024-05-29,939,2024-09-27T22:11:00Z,Wednesday,ALNESS AND YORK UNIVER,Mechanical,16,32,S,3276
2024-05-29,127,2024-09-27T22:14:00Z,Wednesday,DAVNENPORT AND WALMER,Operations - Operator,30,60,W,8217
2024-05-29,25,2024-09-27T22:23:00Z,Wednesday,BROADVIEW STATION,Collision - TTC,12,24,W,8705
2024-05-29,118,2024-09-27T22:40:00Z,Wednesday,THISTLE DOWN BLVD AND,Utilized Off Route,0,0,W,8356
2024-05-29,106,2024-09-27T22:43:00Z,Wednesday,SHEPPARD WEST STATION,Operations - Operator,20,40,W,8327
2024-05-29,37,2024-09-27T22:46:00Z,Wednesday,HUMBERWOOD BLVD ABD KI,Mechanical,20,40,N,8158
2024-05-29,939,2024-09-27T23:00:00Z,Wednesday,FINCH AND BAYVIEW,Diversion,70,86,E,3183
2024-05-29,133,2024-09-27T23:14:00Z,Wednesday,KENNEDY STATION,General Delay,0,0,S,1284
2024-05-29,17,2024-09-27T23:14:00Z,Wednesday,BIRCHMOUNT AND ALLANFO,Operations - Operator,25,50,S,3227
2024-05-29,25,2024-09-27T23:35:00Z,Wednesday,DON MILLS STATION,Security,10,20,N,8726
2024-05-29,8,2024-09-27T23:36:00Z,Wednesday,ST. CLAIR AND VICTORIA,Emergency Services,24,48,W,8588
2024-05-29,95,2024-09-27T23:40:00Z,Wednesday,KINGSTON AND RYLANDER,Operations - Operator,10,20,E,1296
2024-05-29,95,2024-09-27T23:42:00Z,Wednesday,YORK MILLS AND BANBURY,Mechanical,10,20,W,3479
2024-05-29,29,2024-09-27T23:52:00Z,Wednesday,DUFFERIN AND ORFUS,General Delay,0,0,N,9140
2024-05-29,929,2024-09-27T23:52:00Z,Wednesday,DUFERIN ADN ORFUS,General Delay,20,36,S,9137
2024-05-29,84,2024-09-27T00:37:00Z,Wednesday,SHEPPARD AND BRYANT,Diversion,60,70,W,3584
2024-05-29,53,2024-09-27T00:41:00Z,Wednesday,STEELES AND LESLIE,Security,12,34,E,9217
2024-05-29,900,2024-09-27T00:54:00Z,Wednesday,DIXON AND 427,Security,10,20,W,3338
2024-05-29,47,2024-09-27T01:23:00Z,Wednesday,474 OAKWOOD AVE,Vision,20,40,N,7088
2024-05-29,600,2024-09-27T01:31:00Z,Wednesday,YONGE AND CHAPLIN,Security,0,0,S,7299
2024-05-30,85,2024-09-27T02:50:00Z,Thursday,LAWRENCE AND EAST,Emergency Services,20,20,E,9064
2024-05-30,320,2024-09-27T03:30:00Z,Thursday,YONGE AND YORK MILLS,Utilized Off Route,5,10,N,8362
2024-05-30,7,2024-09-27T03:41:00Z,Thursday,BATHURST AND GLENGROVE,Operations - Operator,30,60,N,7081
2024-05-30,85,2024-09-27T03:55:00Z,Thursday,SHEPPARD AND DON MILLS,Security,30,60,E,1209
2024-05-30,123,2024-09-27T04:16:00Z,Thursday,DANFORTH AND DANFORTH,Operations - Operator,17,21,W,8185
2024-05-30,945,2024-09-27T04:48:00Z,Thursday,STEELES LOOP,Mechanical,13,20,S,7276
2024-05-30,339,2024-09-27T04:56:00Z,Thursday,NEWGALE GATE AND TAPSC,Emergency Services,0,0,W,3269
2024-05-30,72,2024-09-27T05:20:00Z,Thursday,COMMISSIONERS AND SAUL,Mechanical,12,24,S,8440
2024-05-30,165,2024-09-27T05:23:00Z,Thursday,WESTON AND STARVIEW,Mechanical,7,14,E,3621
2024-05-30,59,2024-09-27T05:47:00Z,Thursday,WILSON GARAGE,Mechanical,25,25,S,7036
2024-05-30,86,2024-09-27T05:57:00Z,Thursday,MANSE AND LAWRENCE EAS,Operations - Operator,0,0,E,1263
2024-05-30,65,2024-09-27T06:13:00Z,Thursday,QUEEN AND PARLIAMENT,Operations - Operator,8,16,S,8456
2024-05-30,97,2024-09-27T06:20:00Z,Thursday,STEELES WEST AND YONGE,Operations - Operator,25,50,S,8389
2024-05-30,76,2024-09-27T06:30:00Z,Thursday,ROYAL YORK AND CAVELL,Security,0,0,N,8113
2024-05-30,108,2024-09-27T06:42:00Z,Thursday,PIONEER VILLAGE STATIO,Mechanical,20,40,E,1361
2024-05-30,85,2024-09-27T06:45:00Z,Thursday,SHEPPARD EAST AND MASS,Mechanical,18,36,E,1233
2024-05-30,24,2024-09-27T06:46:00Z,Thursday,VICTORIA PARK AND YORK,Mechanical,10,20,S,8441
2024-05-30,107,2024-09-27T06:47:00Z,Thursday,STEELES AND ALNESS,Mechanical,10,20,W,3527
2024-05-30,79,2024-09-27T06:48:00Z,Thursday,LAWRENCE WEST AND RALP,Vision,15,29,N,7326
2024-05-30,952,2024-09-27T06:55:00Z,Thursday,LAWRENCE AND JANE,Mechanical,10,20,E,8896
2024-05-30,79,2024-09-27T06:57:00Z,Thursday,PINE AND LAWRENCE,Operations - Operator,10,20,S,1062
2024-05-30,45,2024-09-27T07:04:00Z,Thursday,STEELES LOOP,Mechanical,20,40,S,1117
2024-05-30,29,2024-09-27T07:05:00Z,Thursday,DUFFERIN AND BLOOR,Operations - Operator,7,14,N,9134
2024-05-30,64,2024-09-27T07:10:00Z,Thursday,BROADVIEW AND BATER,Collision - TTC,10,20,S,8614
2024-05-30,32,2024-09-27T07:12:00Z,Thursday,JANE AND TRETHEWEY,Mechanical,8,16,E,7319
2024-05-30,24,2024-09-27T07:17:00Z,Thursday,VICTORIA PARKS AND DAW,Mechanical,20,30,S,8417
2024-05-30,35,2024-09-27T07:19:00Z,Thursday,JANE AND EGLINTON,Utilized Off Route,12,24,S,1055
2024-05-30,985,2024-09-27T07:38:00Z,Thursday,MIDLAND AND SHEPPARD,Vision,15,30,W,9048
2024-05-30,85,2024-09-27T07:39:00Z,Thursday,VICTORIA PARK AND SHEP,Mechanical,18,36,W,1579
2024-05-30,36,2024-09-27T07:42:00Z,Thursday,FINCH AND JANE,Collision - TTC,5,11,E,9112
2024-05-30,92,2024-09-27T07:49:00Z,Thursday,WOODBINE AND GERRARD,Collision - TTC,10,20,N,8497
2024-05-30,95,2024-09-27T07:50:00Z,Thursday,RYLANDER AND KINGSTON,Mechanical,10,20,E,1331
2024-05-30,69,2024-09-27T08:01:00Z,Thursday,WARDEN STATION,Mechanical,12,24,S,8538
2024-05-30,903,2024-09-27T08:04:00Z,Thursday,SCARBOROUGH TOWN CENTR,Mechanical,8,16,N,9094
2024-05-30,60,2024-09-27T08:16:00Z,Thursday,PIONEER VILLAGE STATIO,Mechanical,7,13,E,8387
2024-05-30,60,2024-09-27T08:26:00Z,Thursday,STEELES AND DUFFERIN,Operations - Operator,11,17,W,3482
2024-05-30,60,2024-09-27T08:29:00Z,Thursday,PIONEER VILLAGE STATIO,Operations - Operator,7,13,N,8334
2024-05-30,110,2024-09-27T08:35:00Z,Thursday,KIPLING LOOP,Utilized Off Route,11,22,S,3343
2024-05-30,50,2024-09-27T08:43:00Z,Thursday,BURNHAMTHORPE AND KIPL,Collision - TTC,37,28,E,8134
2024-05-30,95,2024-09-27T08:46:00Z,Thursday,SHEPPARD AND KINGSTON,Diversion,100,110,E,1633
2024-05-30,95,2024-09-27T08:46:00Z,Thursday,RYLANDER AND KINGSTON,Diversion,100,110,E,1633
2024-05-30,89,2024-09-27T09:01:00Z,Thursday,WESTON AND KNOB HILL,Mechanical,9,18,N,8352
2024-05-30,67,2024-09-27T09:15:00Z,Thursday,PHARMACY AND COMSTOCK,Operations - Operator,15,30,N,8665
2024-05-30,85,2024-09-27T09:19:00Z,Thursday,SHEPPARD AND KINGSTON,Diversion,151,180,W,1299
2024-05-30,63,2024-09-27T09:25:00Z,Thursday,OSSINGTON AND DUNDAS,Collision - TTC,5,10,N,8385
2024-05-30,939,2024-09-27T09:41:00Z,Thursday,FINCH EAST AND TRUDY,General Delay,21,21,E,3240
2024-05-30,36,2024-09-27T09:51:00Z,Thursday,FINCH WEST AND NORFINC,Mechanical,5,11,W,9122
2024-05-30,939,2024-09-27T10:02:00Z,Thursday,FINCH EAST AND KENNEDY,Mechanical,13,26,E,3256
2024-05-30,78,2024-09-27T10:05:00Z,Thursday,YORK MILLS STATION,General Delay,20,40,E,3517
2024-05-30,72,2024-09-27T10:11:00Z,Thursday,MILLWOOD AND OVERLEA,Emergency Services,8,15,E,8454
2024-05-30,29,2024-09-27T10:12:00Z,Thursday,DUFFERIN AND SYLVAN,Investigation,8,16,N,9146
2024-05-30,36,2024-09-27T10:14:00Z,Thursday,FINCH AND DRIFTWOOD,Mechanical,5,11,W,9129
2024-05-30,21,2024-09-27T10:22:00Z,Thursday,KENNEDY STATION,Mechanical,20,40,E,8414
2024-05-30,118,2024-09-27T10:23:00Z,Thursday,THISTLE DOWN AND ALBIO,General Delay,0,0,E,7003
2024-05-30,40,2024-09-27T10:24:00Z,Thursday,DUNDAS WEST STATION,Security,12,24,E,8213
2024-05-30,939,2024-09-27T10:37:00Z,Thursday,MCCOWAN AND SHEPPARD,Mechanical,13,26,S,9233
2024-05-30,985,2024-09-27T10:40:00Z,Thursday,DON MILLS STATION,Mechanical,12,24,W,9053
2024-05-30,1,2024-09-27T10:50:00Z,Thursday,QUEEN WEST AND PETER,Operations - Operator,8,16,E,8187
2024-05-30,7,2024-09-27T10:51:00Z,Thursday,BATHURST AND FINCH WES,Mechanical,10,20,N,9008
2024-05-30,60,2024-09-27T10:55:00Z,Thursday,PIONEER VILLAGE STATIO,Mechanical,11,22,E,7080
2024-05-30,57,2024-09-27T10:56:00Z,Thursday,MIDLAND AND EGLINTON,Security,15,30,N,3293
2024-05-30,952,2024-09-27T11:01:00Z,Thursday,EGLINTON STATION,Mechanical,10,20,W,8891
2024-05-30,97,2024-09-27T11:07:00Z,Thursday,HILDA AND STEELES WEST,Operations - Operator,27,54,N,8389
2024-05-30,995,2024-09-27T11:13:00Z,Thursday,UNIVERSITY TO TORONTO,Mechanical,10,20,S,1550
2024-05-30,57,2024-09-27T11:23:00Z,Thursday,MIDLAND AND STEELES,Operations - Operator,15,30,S,3173
2024-05-30,995,2024-09-27T11:24:00Z,Thursday,ELLESMERE AND BIRCHMOU,Mechanical,10,20,E,1208
2024-05-30,90,2024-09-27T12:07:00Z,Thursday,JESMOND AND ROBINA,Operations - Operator,0,0,W,8382
2024-05-30,939,2024-09-27T12:29:00Z,Thursday,MCCOWAN AND SHEPPARD,Diversion,50,61,S,3291
2024-05-30,161,2024-09-27T12:35:00Z,Thursday,ROGERS AND OAKWOOD,Operations - Operator,20,40,E,7317
2024-05-30,39,2024-09-27T12:36:00Z,Thursday,FINCH AND WARDEN,Security,17,34,W,3193
2024-05-30,44,2024-09-27T12:41:00Z,Thursday,KIPLING AND EVANS,Operations - Operator,7,15,S,8190
2024-05-30,29,2024-09-27T12:51:00Z,Thursday,DUFFERIN AND APEX,Vision,8,16,S,9022
2024-05-30,25,2024-09-27T13:10:00Z,Thursday,DON MILLS AND THE DON,General Delay,0,0,N,8627
2024-05-30,945,2024-09-27T14:11:00Z,Thursday,THE WEST WAY AND WINCO,Mechanical,10,20,W,1101
2024-05-30,35,2024-09-27T14:11:00Z,Thursday,HIGHWAY 400 AND SHEPPA,Mechanical,6,12,N,1091
2024-05-30,13,2024-09-27T14:18:00Z,Thursday,UNIVERSITY AND COLLEGE,Diversion,42,67,S,7041
2024-05-30,925,2024-09-27T14:29:00Z,Thursday,BROADVIEW STATION,Operations - Operator,13,26,N,8675
2024-05-30,985,2024-09-27T14:45:00Z,Thursday,SHEPPARD EAST AND BRIM,Utilized Off Route,15,30,W,9080
2024-05-30,88,2024-09-27T14:49:00Z,Thursday,THORNCLIFFE PARK AND O,Mechanical,25,50,N,8773
2024-05-30,935,2024-09-27T14:52:00Z,Thursday,JANE AND STEELES WEST,Mechanical,6,12,S,1010
2024-05-30,118,2024-09-27T14:55:00Z,Thursday,WILSON STATION,Mechanical,20,40,E,7003
2024-05-30,47,2024-09-27T14:56:00Z,Thursday,YORKDALE STATION,Operations - Operator,24,48,S,7051
2024-05-30,52,2024-09-27T14:57:00Z,Thursday,THE WESTWAY AND BRAMPT,Security,9,18,W,8900
2024-05-30,63,2024-09-27T14:57:00Z,Thursday,OSSINGTON AND NORTHUMB,Emergency Services,43,50,N,8396
2024-05-30,63,2024-09-27T14:58:00Z,Thursday,OSSINGTON AND HEPBOURN,General Delay,0,0,N,7081
2024-05-30,53,2024-09-27T14:59:00Z,Thursday,YONGE AND STEELES,Vision,12,24,S,3266
2024-05-30,91,2024-09-27T15:09:00Z,Thursday,WOODBINE AND LUMSDEN,General Delay,0,0,N,8840
2024-05-30,95,2024-09-27T15:20:00Z,Thursday,ELLESMERE AND BELLAMY,General Delay,0,0,W,1249
2024-05-30,52,2024-09-27T15:22:00Z,Thursday,LAWRENCE AND WESTONA,Investigation,14,29,W,3590
2024-05-30,929,2024-09-27T15:29:00Z,Thursday,DUFFERIN AND SPRINGHUR,Security,8,16,N,9046
2024-05-30,995,2024-09-27T15:34:00Z,Thursday,PARKWOODS VILLAGE AND,Road Blocked - NON-TTC Collision,10,20,W,1663
2024-05-30,89,2024-09-27T15:35:00Z,Thursday,KEELE STATION,Emergency Services,12,22,E,8356
2024-05-30,19,2024-09-27T15:38:00Z,Thursday,DAVENPORT AND AVENUE,Operations - Operator,0,0,W,8425
2024-05-30,71,2024-09-27T15:50:00Z,Thursday,ROCKCLIFFE AND LAMBTON,Diversion,30,40,N,7213
2024-05-30,120,2024-09-27T15:57:00Z,Thursday,WILSON AND DUFFERIN,Investigation,0,0,E,3536
2024-05-30,168,2024-09-27T16:00:00Z,Thursday,BLOOR AND DUNDAS,General Delay,0,0,N,7320
2024-05-30,52,2024-09-27T16:00:00Z,Thursday,LAWRENCE AND BAYVIEW,General Delay,0,0,W,8901
2024-05-30,59,2024-09-27T16:10:00Z,Thursday,MAPLE LEAF ANF CULFORD,General Delay,0,0,E,7037
2024-05-30,937,2024-09-27T16:14:00Z,Thursday,ISLINGTON AND EGLINTON,General Delay,10,20,S,3329
2024-05-30,52,2024-09-27T16:38:00Z,Thursday,LAWRENCE WEST STATION,Mechanical,9,18,W,1387
2024-05-30,133,2024-09-27T16:40:00Z,Thursday,CROW TRAIL AND NEILSON,Mechanical,10,20,W,1213
2024-05-30,35,2024-09-27T16:41:00Z,Thursday,JANE AND TRETHEWAY,Mechanical,12,24,S,7221
2024-05-30,927,2024-09-27T17:00:00Z,Thursday,ATTWELL AND MARMAC,Mechanical,10,20,N,3561
2024-05-30,128,2024-09-27T17:00:00Z,Thursday,LOCUST LODGE AND STANL,General Delay,0,0,E,8342
2024-05-30,43,2024-09-27T17:01:00Z,Thursday,KENNEDY AND SHEPPARD,General Delay,0,0,N,3298
2024-05-30,925,2024-09-27T17:02:00Z,Thursday,DON MILLS AND EGLINTON,General Delay,0,0,S,8816
2024-05-30,79,2024-09-27T17:08:00Z,Thursday,LAWRENCE AND PINE,Vision,20,40,S,7326
2024-05-30,90,2024-09-27T17:12:00Z,Thursday,VAUGHAN AND HUMEWOOD,Investigation,9,17,W,7032
2024-05-30,102,2024-09-27T17:20:00Z,Thursday,MARKHAM AND STEELES,Operations - Operator,10,20,N,3439
2024-05-30,108,2024-09-27T17:35:00Z,Thursday,DRIFTWOOD AND COBBLER,Security,11,22,S,3566
2024-05-30,54,2024-09-27T17:43:00Z,Thursday,EGLINTON AND DON AVON,Collision - TTC,11,22,E,8699
2024-05-30,79,2024-09-27T17:48:00Z,Thursday,RUNNYMEDE AND DUNDAS,General Delay,20,40,S,7255
2024-05-30,52,2024-09-27T17:49:00Z,Thursday,LAWRENCE AND CALEDONIA,Mechanical,9,18,E,1334
2024-05-30,944,2024-09-27T17:56:00Z,Thursday,KIPLING AND OLIVEWOOD,Road Blocked - NON-TTC Collision,12,23,S,8133
2024-05-30,54,2024-09-27T18:14:00Z,Thursday,LAWRENCE AND UNDERHILL,Collision - TTC,11,22,W,8835
2024-05-30,94,2024-09-27T18:30:00Z,Thursday,WELLESLEY STATION,Operations - Operator,20,40,E,8606
2024-05-30,37,2024-09-27T18:54:00Z,Thursday,ISLINGTON AND THOROLD,Operations - Operator,18,36,N,3326
2024-05-30,64,2024-09-27T18:56:00Z,Thursday,WINEVA AND QUEEN,Security,9,18,S,8479
2024-05-30,35,2024-09-27T19:43:00Z,Thursday,JANE AND QUEENS DR,Mechanical,15,30,N,1085
2024-05-30,95,2024-09-27T19:51:00Z,Thursday,ELLESMERE AND MORNINGS,Mechanical,15,30,E,3447
2024-05-30,169,2024-09-27T20:00:00Z,Thursday,SCARBOROUGH CENTER,Mechanical,10,20,W,1606
2024-05-30,935,2024-09-27T20:01:00Z,Thursday,JANE AND SHEPPARD,General Delay,15,30,S,1119
2024-05-30,900,2024-09-27T20:02:00Z,Thursday,SILVER DART AND JETLIN,Investigation,10,20,E,3338
2024-05-30,45,2024-09-27T20:18:00Z,Thursday,MOUNT DENNIS GARAGE,Vision,10,20,N,7327
2024-05-30,19,2024-09-27T20:22:00Z,Thursday,FRONT AND BAY,Emergency Services,19,30,W,8415
